1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,YearBuilt_Group
1842.0,0.0,0.0,Gd,1810.0,GLQ,32.0,304.6332869483638,Fin,1981.0,7.699661371664714,Gd,50271.0,68.0,0.0,72.0,9,350.3623260202361,1981,1987,385000.0,Modern
1360.0,0.0,3.0,No,384.0,ALQ,0.0,211.78522965910034,Unf,1962.0,7.381871140563865,TA,7134.0,60.0,0.0,50.0,5,109.11000319166675,1955,1955,130000.0,Modern
1425.0,0.0,3.0,No,490.0,Unf,935.0,212.99080686304876,RFn,1964.0,7.430738335833977,TA,10175.0,100.0,272.0,0.0,6,289.58175549483695,1964,1964,180500.0,Modern
983.0,756.0,3.0,No,649.0,GLQ,321.0,183.58894020794867,Fin,1999.0,7.639337242260901,Gd,2645.0,24.0,456.0,0.0,8,217.60273118462356,1999,2000,172500.0,Modern
860.0,0.0,3.0,No,0.0,Unf,860.0,209.67163684399677,RFn,2004.0,7.627822560585442,Gd,11645.0,89.0,0.0,70.0,7,198.97303142172993,2004,2004,196500.0,Recent
1426.0,1519.0,3.0,Gd,0.0,Unf,1410.0,232.36921666355556,Fin,2006.0,8.192426979240501,Gd,13682.0,66.0,1031.0,0.0,10,287.3152285686253,2006,2006,438780.0,Recent
780.0,0.0,2.0,Av,632.0,ALQ,148.0,142.56230808809255,Unf,1973.0,6.8010689983044585,TA,7200.0,60.0,0.0,0.0,5,185.0332364885655,1972,1972,124900.0,Modern
1158.0,0.0,3.0,No,941.0,ALQ,217.0,212.99080686304876,Unf,2006.0,7.213682658736977,Gd,13072.0,63.0,0.0,50.0,6,248.2242469687273,2004,2004,158000.0,Recent
581.0,530.0,3.0,No,0.0,Unf,530.0,121.02163914432202,Unf,1935.0,7.170369988959145,Fa,7200.0,60.0,0.0,0.0,5,138.76356052384102,1920,1996,101000.0,Old
1370.0,0.0,2.0,Mn,24.0,GLQ,1346.0,184.8348505375304,RFn,2006.0,7.389538322807609,Gd,6442.0,44.0,178.0,49.0,8,281.24020700738475,2006,2006,202500.0,Recent
902.0,808.0,3.0,No,0.0,Unf,576.0,183.58894020794867,Unf,1990.0,7.621711330764393,TA,10300.0,50.0,0.0,11.0,7,147.6431623128763,1921,1950,140000.0,Old
1057.0,977.0,3.0,No,739.0,GLQ,318.0,233.54928044371184,RFn,1998.0,7.80365960021543,Gd,9375.0,69.0,573.0,36.0,7,231.9490341168594,1997,1998,219500.0,Modern
1143.0,1330.0,4.0,Av,0.0,Unf,1143.0,292.9363542927816,Unf,2004.0,8.00882886937781,Gd,9591.0,76.0,344.0,151.0,8,245.8312381270467,2004,2005,317000.0,Recent
2207.0,0.0,3.0,Gd,912.0,GLQ,1035.0,212.99080686304876,RFn,1970.0,7.889327728841046,TA,19900.0,69.0,287.0,0.0,7,365.0750736604823,1970,1989,180000.0,Modern
1479.0,0.0,3.0,Av,1013.0,GLQ,440.0,207.55310444304828,RFn,2003.0,7.469679813941192,Gd,10665.0,72.0,167.0,29.0,7,293.7960804011469,2003,2003,226000.0,Recent
747.0,0.0,2.0,No,0.0,Unf,747.0,97.11138517827446,Unf,1945.0,6.755992773355853,TA,4608.0,47.0,0.0,0.0,4,179.17592424655268,1945,1950,80000.0,Old
1304.0,983.0,3.0,No,603.0,BLQ,701.0,240.01526078744203,Fin,1953.0,7.926709828257972,TA,15593.0,81.0,0.0,21.0,7,271.1142869474508,1953,1953,225000.0,Modern
2223.0,0.0,3.0,Gd,1880.0,ALQ,343.0,194.73390792212024,Fin,1973.0,7.896910713421588,TA,13651.0,95.0,1115.0,0.0,7,402.8035585900052,1973,1973,244000.0,Modern
845.0,0.0,2.0,No,565.0,ALQ,280.0,145.20043925220284,Unf,1987.0,6.884564976705294,TA,7599.0,69.0,0.0,0.0,4,196.38593483542786,1982,2006,129500.0,Modern
885.0,833.0,3.0,No,0.0,Unf,832.0,166.8879221537279,Fin,1998.0,7.626603144082591,TA,10141.0,74.0,40.0,94.0,7,194.1341093946477,1998,1998,185000.0,Modern
1086.0,0.0,3.0,No,320.0,ALQ,404.0,186.70008828681972,Unf,1989.0,7.146583503508657,TA,10200.0,85.0,104.0,0.0,5,236.66197506482834,1954,2003,144900.0,Modern
840.0,765.0,3.0,No,0.0,Unf,840.0,151.42238355340115,Unf,1915.0,7.555309839452677,TA,5790.0,60.0,0.0,0.0,3,195.52092191352273,1915,1950,107400.0,Old
526.0,462.0,2.0,Gd,462.0,GLQ,0.0,124.10131564422858,Unf,1973.0,7.047777847827284,TA,1596.0,21.0,0.0,101.0,4,125.25859072229326,1973,1973,91000.0,Modern
952.0,0.0,2.0,No,228.0,ALQ,724.0,119.30290507732684,Unf,1956.0,7.009015392843581,TA,8475.0,69.0,0.0,0.0,4,214.59346343481334,1956,1956,135750.0,Modern
1072.0,213.0,2.0,No,336.0,BLQ,295.0,104.27195617018407,Unf,1948.0,7.32251566028292,TA,8635.0,50.0,0.0,0.0,5,165.60576230754714,1948,2001,127000.0,Old
1768.0,0.0,4.0,No,0.0,Unf,1768.0,0.0,Unf,1980.0,7.656673459652104,TA,10778.0,72.0,0.0,0.0,4,339.8621183588698,1968,1968,136500.0,Modern
682.0,548.0,2.0,No,0.0,Unf,440.0,171.01884976582272,Unf,1966.0,7.2767578540150275,TA,10440.0,60.0,0.0,0.0,5,120.78101244961468,1910,1981,110000.0,Old
1182.0,960.0,3.0,No,448.0,Rec,448.0,192.57861632371126,Fin,1968.0,7.8579495667897925,Gd,13000.0,100.0,576.0,72.0,6,205.13476235841748,1968,1968,193500.0,Modern
1337.0,0.0,2.0,No,1201.0,GLQ,36.0,159.84254366186755,Fin,1998.0,7.364021867739356,TA,4500.0,32.0,443.0,199.0,6,260.69752941159817,1998,1998,153500.0,Modern
1563.0,0.0,3.0,No,33.0,GLQ,1530.0,266.3514120494785,RFn,2007.0,7.527532332331097,Gd,10206.0,78.0,468.0,99.0,8,310.1529030865781,2007,2007,245000.0,Recent
1065.0,0.0,3.0,No,0.0,Unf,1065.0,177.6438016878652,Unf,1974.0,7.126178514235308,TA,8892.0,80.0,66.0,0.0,5,233.25247880783107,1960,1960,126500.0,Modern
804.0,670.0,3.0,No,0.0,Unf,384.0,158.2313840348364,Fin,1995.0,7.466133979305869,TA,8530.0,69.0,22.0,72.0,7,109.11000319166675,1995,1996,168500.0,Modern
1301.0,1116.0,4.0,No,0.0,Unf,1288.0,177.95783922672393,Unf,1991.0,7.984769151465813,Gd,16059.0,121.0,284.0,82.0,8,268.63962106489237,1991,1992,260000.0,Modern
684.0,876.0,3.0,Av,0.0,Unf,684.0,158.2313840348364,Fin,2005.0,7.525519932956703,Gd,11911.0,122.0,0.0,38.0,6,167.80245341345673,2005,2005,174000.0,Recent
612.0,612.0,3.0,Av,0.0,Unf,612.0,198.41594370446313,RFn,2009.0,7.271643600887658,Gd,3951.0,40.0,76.0,234.0,6,154.4641099282776,2009,2009,164500.0,Recent
1013.0,0.0,2.0,No,0.0,Unf,1013.0,0.0,Unf,1980.0,7.50244010648067,Fa,8470.0,105.0,0.0,0.0,3,224.7334947554525,1915,1982,85000.0,Old
990.0,0.0,3.0,No,588.0,Unf,402.0,0.0,Unf,1980.0,7.049889965389424,TA,8070.0,60.0,0.0,0.0,4,220.92937960303223,1994,1995,123600.0,Modern
1040.0,0.0,2.0,No,0.0,Unf,0.0,164.65379278874116,Unf,1950.0,7.101359029425204,TA,7200.0,60.0,0.0,29.0,4,0.0,1950,1950,109900.0,Old
1235.0,0.0,2.0,No,600.0,Rec,635.0,183.58894020794867,Unf,1961.0,7.281000830132077,TA,8500.0,85.0,203.0,0.0,5,260.38435796322466,1961,1961,98600.0,Modern
964.0,0.0,2.0,No,713.0,ALQ,163.0,168.47950502090484,Unf,1921.0,7.0220957137271345,TA,13360.0,80.0,0.0,0.0,5,201.7196996690183,1921,2006,163500.0,Old
1260.0,1031.0,4.0,Mn,1046.0,Rec,168.0,191.65321376753505,Unf,1900.0,7.928544660408604,TA,7200.0,60.0,0.0,0.0,6,257.08803721596234,1910,1998,133900.0,Old
905.0,881.0,3.0,No,648.0,GLQ,176.0,244.98417100625994,RFn,1997.0,7.667292310455854,Gd,9337.0,69.0,0.0,162.0,6,192.74382430089395,1997,1997,204750.0,Modern
680.0,790.0,3.0,No,310.0,Unf,370.0,164.65379278874116,Fin,1993.0,7.4632886954362725,TA,9765.0,69.0,68.0,63.0,6,167.07134492229804,1993,1993,185000.0,Modern
1588.0,0.0,3.0,Av,1162.0,ALQ,426.0,181.09122867557275,RFn,1999.0,7.544154583617565,Gd,10264.0,78.0,183.0,29.0,7,313.8279880876595,1999,1999,214000.0,Modern
960.0,0.0,3.0,No,520.0,Rec,440.0,168.47950502090484,Fin,1965.0,7.017753672084655,TA,10921.0,73.0,48.0,0.0,4,215.93272672488757,1965,1965,94750.0,Modern
835.0,0.0,2.0,No,108.0,ALQ,350.0,147.17179507156158,Unf,1920.0,6.872143795104389,TA,10625.0,85.0,0.0,0.0,5,124.44867987905897,1920,1950,83000.0,Old
1225.0,0.0,3.0,No,569.0,ALQ,381.0,0.0,Unf,1980.0,7.272497704039081,TA,9320.0,77.0,0.0,0.0,4,214.25819089221392,1959,1959,128950.0,Modern
1610.0,0.0,3.0,Mn,1200.0,ALQ,410.0,183.58894020794867,RFn,1977.0,7.5585684588804884,Gd,10603.0,69.0,28.0,68.0,6,317.04962333589884,1977,2001,205000.0,Modern
977.0,755.0,3.0,No,0.0,Unf,741.0,182.34107276242506,Fin,1985.0,7.635109601630701,Gd,9206.0,77.0,336.0,46.0,6,178.10379537849337,1985,1985,178000.0,Modern
1535.0,0.0,4.0,No,0.0,Unf,0.0,161.44996254137624,Unf,1979.0,7.508598823983015,TA,7018.0,64.0,0.0,0.0,5,0.0,1979,1979,118964.0,Modern
1226.0,0.0,3.0,No,0.0,Unf,1226.0,261.1916449190669,RFn,2009.0,7.273351114640162,Gd,10402.0,94.0,0.0,36.0,7,258.9734492326199,2009,2009,198900.0,Recent
1226.0,592.0,4.0,No,224.0,LwQ,816.0,104.27195617018407,Unf,1951.0,7.685910331384621,TA,7758.0,69.0,600.0,0.0,7,229.1706534357071,1931,1950,169500.0,Old
1053.0,0.0,3.0,No,0.0,Unf,1053.0,234.433423201501,RFn,2003.0,7.781769319402785,Gd,9375.0,75.0,768.0,45.0,8,231.2963499225838,2003,2004,250000.0,Recent
1047.0,0.0,2.0,No,0.0,Unf,641.0,115.84815171635313,Unf,1954.0,7.10836774305586,TA,10800.0,60.0,0.0,0.0,4,159.8830804901007,1885,1995,100000.0,Very Old
789.0,0.0,2.0,No,104.0,ALQ,516.0,107.80978563629292,Unf,1948.0,6.813033764840194,TA,6000.0,50.0,0.0,0.0,5,186.6194151678177,1948,1950,115000.0,Old
997.0,0.0,3.0,No,0.0,Unf,793.0,0.0,Unf,1980.0,7.496245188988774,Fa,8500.0,85.0,0.0,0.0,5,187.32287126487583,1919,2005,115000.0,Old
1844.0,0.0,3.0,No,705.0,BLQ,1139.0,203.90962940308097,RFn,1977.0,7.700799243430674,TA,11751.0,105.0,480.0,122.0,6,350.6445743444313,1977,1977,190000.0,Modern
1216.0,639.0,4.0,No,444.0,Rec,550.0,133.5732588912801,Unf,1954.0,7.70703569962966,TA,9525.0,75.0,0.0,0.0,6,221.59260257711387,1954,1972,136900.0,Modern
774.0,656.0,3.0,No,250.0,GLQ,134.0,158.2313840348364,Fin,2000.0,7.434405103801663,TA,7750.0,69.0,0.0,0.0,7,109.11000319166675,2000,2000,180000.0,Modern
1282.0,1414.0,4.0,Av,984.0,GLQ,280.0,276.03527205539933,Unf,2007.0,8.099550308263037,Ex,9965.0,77.0,220.0,184.0,7,264.9125603062743,2007,2007,383970.0,Recent
2259.0,0.0,3.0,Mn,35.0,Unf,905.0,174.18084598614104,Unf,1953.0,7.9137760067793765,Gd,21000.0,69.0,184.0,120.0,6,345.6936297622066,1953,1953,217000.0,Modern
1436.0,884.0,3.0,No,774.0,ALQ,104.0,82.40481040341002,Unf,1945.0,7.941752757228936,Gd,7259.0,61.0,0.0,0.0,6,227.2023290813403,1945,2002,259500.0,Old
729.0,729.0,2.0,No,419.0,GLQ,310.0,171.01884976582272,Unf,1999.0,7.454706452343364,TA,3230.0,34.0,1129.0,32.0,6,175.95273460357953,1999,1999,176000.0,Modern
1092.0,0.0,3.0,No,170.0,LwQ,252.0,121.02163914432202,Unf,1962.0,7.152341513809101,TA,11616.0,69.0,116.0,20.0,5,237.63295598704397,1962,1962,139000.0,Modern
1125.0,0.0,2.0,No,0.0,Unf,1125.0,167.84329035786647,Unf,2007.0,7.183459149526805,TA,8536.0,74.0,0.0,64.0,5,242.94881168667706,2006,2007,155000.0,Recent
1699.0,1523.0,5.0,Mn,1470.0,GLQ,203.0,218.39658070448846,Unf,1990.0,8.286990414951099,Gd,12376.0,90.0,0.0,0.0,7,326.212611274404,1990,1990,320000.0,Modern
728.0,728.0,3.0,No,0.0,Unf,728.0,154.99761894473843,Fin,2005.0,7.453269257594889,Gd,8461.0,65.0,0.0,24.0,6,175.77306564256733,2005,2006,163990.0,Recent
988.0,0.0,1.0,Gd,938.0,ALQ,0.0,202.0822471449123,Unf,1969.0,7.047777847827284,TA,21453.0,69.0,0.0,130.0,6,212.24268170147462,1969,1969,180000.0,Modern
772.0,351.0,3.0,No,0.0,Unf,732.0,112.71848151889007,Unf,1979.0,7.181599211836746,TA,6060.0,50.0,0.0,0.0,4,176.49135745826638,1939,1950,100000.0,Old
1080.0,0.0,3.0,No,570.0,BLQ,510.0,121.02163914432202,Unf,1958.0,7.1407937943920805,TA,9464.0,75.0,135.0,0.0,6,235.68959750023802,1958,1958,136000.0,Modern
1199.0,0.0,2.0,No,300.0,GLQ,899.0,199.02807536751703,RFn,1993.0,7.250062593111277,Gd,7892.0,55.0,0.0,63.0,6,254.7244372981179,1993,1993,153900.0,Modern
1586.0,0.0,3.0,No,0.0,Unf,1362.0,169.43278845490494,Unf,1979.0,7.542834406335064,TA,17043.0,48.0,0.0,0.0,6,280.01969695163365,1979,1998,181000.0,Modern
520.0,0.0,2.0,Av,490.0,GLQ,30.0,0.0,Unf,1980.0,6.765717537828441,TA,6780.0,60.0,0.0,0.0,6,136.80714071472175,1935,1982,84500.0,Old
958.0,0.0,2.0,No,120.0,ALQ,958.0,171.01884976582272,RFn,1977.0,7.015575904960901,TA,4928.0,69.0,0.0,205.0,6,235.3651595939634,1976,1976,128000.0,Modern
840.0,0.0,3.0,No,116.0,LwQ,556.0,0.0,Unf,1980.0,6.878372753376774,TA,4388.0,55.0,0.0,0.0,5,165.60576230754714,1930,1950,87000.0,Old
660.0,688.0,3.0,No,512.0,BLQ,148.0,175.12685382663943,RFn,1966.0,7.372596229454956,TA,7590.0,69.0,266.0,108.0,6,163.39884750325933,1966,1966,155000.0,Modern
1053.0,0.0,3.0,No,567.0,Rec,413.0,264.06106628969485,RFn,1998.0,7.114338250452926,Ex,8973.0,69.0,85.0,80.0,5,223.9084412679765,1958,1991,150000.0,Modern
1216.0,941.0,4.0,No,445.0,Rec,479.0,185.76801047423132,Unf,1966.0,7.865273854805848,Gd,14200.0,88.0,309.0,66.0,7,209.8827551628398,1966,1966,226000.0,Modern
1022.0,1032.0,3.0,No,695.0,GLQ,297.0,154.99761894473843,RFn,2000.0,7.813926151782984,Gd,12224.0,69.0,40.0,48.0,6,221.26107804992756,2000,2000,244000.0,Modern
1327.0,0.0,3.0,No,405.0,Rec,658.0,227.3383286074287,Unf,1974.0,7.356165943279002,Gd,7388.0,75.0,0.0,0.0,5,232.9268571459731,1959,2002,150750.0,Modern
1296.0,0.0,2.0,No,1005.0,GLQ,262.0,180.77845648122033,Fin,2001.0,7.331433303981957,Gd,6853.0,69.0,136.0,25.0,8,265.3794433830331,2001,2002,220000.0,Recent
1721.0,0.0,3.0,No,570.0,Rec,891.0,171.01884976582272,RFn,1968.0,7.628431740567995,TA,10335.0,78.0,0.0,96.0,5,294.99627880953005,1968,1993,180000.0,Modern
1682.0,0.0,3.0,No,0.0,Unf,1304.0,199.02807536751703,Unf,1970.0,7.604409065254771,TA,10400.0,80.0,288.0,0.0,7,271.1142869474508,1970,1970,174000.0,Modern
1214.0,0.0,3.0,No,695.0,BLQ,519.0,131.22018752876846,RFn,1967.0,7.263064229457455,TA,10355.0,69.0,196.0,111.0,5,257.08803721596234,1967,1967,143000.0,Modern
1959.0,0.0,5.0,No,0.0,Unf,1907.0,268.6372058891293,Unf,1989.0,7.764245626640066,TA,11070.0,82.0,70.0,0.0,7,359.4951761497777,1988,1989,171000.0,Modern
1004.0,848.0,3.0,Mn,668.0,GLQ,336.0,237.96232572810112,Fin,1999.0,7.705338499983088,Gd,9066.0,73.0,320.0,106.0,8,223.24763176545358,1999,2000,230000.0,Modern
